#month,latitude(deg.),longitude(deg.),num_sample,mean_cur_dir(deg.),max_cur_dir(deg.),mean_cur_vel(knot),max_cur_vel(knot),stabilityv(%)
7,-70,167,1,0,0,0,0,0
7,-62,-41,1,0,300,0,1.2,0
7,-59,-80,1,0,90,0,1,0
7,-59,-77,1,0,50,0,1,0
7,-59,-76,1,0,90,0,1,0
7,-59,-75,1,0,50,0,1.5,0
7,-59,-72,1,0,90,0,0.7,0
7,-58,-74,2,114,140,0.2,0.7,60
7,-58,-70,1,0,140,0,0.7,0
7,-57,-78,1,0,180,0,0.3,0
7,-57,-77,1,0,100,0,1,0
7,-57,-75,1,0,110,0,0.7,0
7,-57,-74,1,0,360,0,0.7,0
7,-57,-73,3,70,90,0.5,1,75
7,-57,-70,1,0,20,0,1,0
7,-57,-69,1,0,40,0,0.7,0
7,-57,-68,1,0,90,0,0.8,0
7,-56,-98,1,0,100,0,1.2,0
7,-56,-85,1,0,140,0,0.5,0
7,-56,-83,1,0,110,0,0.5,0
7,-56,-79,3,308,300,0.6,1.5,61
7,-56,-77,1,0,360,0,1,0
7,-56,-76,2,109,110,0.2,1,33
7,-56,-74,1,0,0,0,0,0
7,-56,-70,1,0,80,0,0.6,0
7,-56,-66,3,40,60,0.6,0.7,95
7,-56,-65,1,0,80,0,0.7,0
7,-56,-64,2,16,360,0.5,0.7,94
7,-56,-62,1,0,90,0,1.2,0
7,-55,-89,1,0,360,0,1,0
7,-55,-88,1,0,60,0,1.5,0
7,-55,-83,3,25,30,0.6,1.2,96
7,-55,-79,1,0,110,0,0.7,0
7,-55,-66,1,0,30,0,2.3,0
7,-55,-65,1,0,60,0,1,0
7,-55,-63,1,0,20,0,0.6,0
7,-55,-62,1,0,100,0,0,0
7,-55,-61,1,0,110,0,0.7,0
7,-55,-59,1,0,100,0,1,0
7,-54,-86,1,0,260,0,0.7,0
7,-54,-85,1,0,130,0,1,0
7,-54,-84,2,173,200,0.5,1,74
7,-54,-82,1,0,60,0,0.6,0
7,-54,-71,1,0,90,0,0.3,0
7,-54,-65,3,7,20,0.3,0.5,87
7,-54,-64,1,0,30,0,0.8,0
7,-54,-61,1,0,70,0,0.1,0
7,-54,-59,1,0,60,0,0.5,0
7,-54,-58,1,0,20,0,0.3,0
7,-54,-54,1,0,30,0,0.8,0
7,-54,-52,1,0,20,0,0.7,0
7,-53,-178,1,0,40,0,0.5,0
7,-53,-104,1,0,360,0,0.5,0
7,-53,-87,1,0,230,0,0.1,0
7,-53,-84,1,0,50,0,0.6,0
7,-53,-73,1,0,40,0,0.1,0
7,-53,-68,1,0,100,0,1,0
7,-53,-65,3,47,50,0.3,0.5,98
7,-53,-64,6,348,10,0.3,1.2,72
7,-53,-63,1,0,30,0,0.3,0
7,-53,-59,1,0,290,0,0.3,0
7,-53,-57,1,0,360,0,0.5,0
7,-53,-56,1,0,190,0,0.3,0
7,-52,-175,1,0,90,0,0.3,0
7,-52,-171,1,0,90,0,0.7,0
7,-52,-165,1,0,200,0,0.7,0
7,-52,-95,1,0,140,0,0.3,0
7,-52,-89,1,0,270,0,1,0
7,-52,-88,1,0,300,0,0.5,0
7,-52,-86,1,0,270,0,1,0
7,-52,-79,1,0,140,0,1.2,0
7,-52,-78,1,0,290,0,0.1,0
7,-52,-77,2,106,80,0.2,0.6,46
7,-52,-69,1,0,180,0,0,0
7,-52,-68,2,319,320,0,0.1,100
7,-52,-67,5,152,160,0.2,0.6,53
7,-52,-64,4,6,320,0.2,0.7,49
7,-52,-62,2,66,90,0.3,0.7,76
7,-52,-55,1,0,70,0,0.3,0
7,-52,-52,1,0,320,0,0,0
7,-51,-76,2,147,170,0.2,0.7,51
7,-51,-68,3,176,150,0.4,1,80
7,-51,-67,2,93,70,0.3,1.2,41
7,-51,-66,3,199,200,0,0.3,100
7,-51,-63,3,53,140,0.1,0.7,33
7,-51,-57,1,0,10,0,0.3,0
7,-51,-55,1,0,330,0,0.5,0
7,-50,-108,1,0,180,0,0.7,0
7,-50,-107,1,0,70,0,1.5,0
7,-50,-102,1,0,340,0,0.7,0
7,-50,-101,1,0,320,0,0.7,0
7,-50,-100,1,0,290,0,0.6,0
7,-50,-78,2,84,100,0.9,1,96
7,-50,-77,3,157,180,0.3,0.7,90
7,-50,-67,4,283,230,0,0.6,12
7,-50,-66,8,218,230,0.2,2,40
7,-50,-63,3,240,250,0.2,0.7,59
7,-50,-62,1,0,50,0,0.6,0
7,-50,84,1,0,90,0,1.7,0
7,-49,-168,1,0,90,0,0.3,0
7,-49,-104,1,0,140,0,0.1,0
7,-49,-101,1,0,350,0,0.3,0
7,-49,-100,1,0,320,0,0.6,0
7,-49,-88,1,0,320,0,0.6,0
7,-49,-87,1,0,70,0,1,0
7,-49,-78,1,0,20,0,0.5,0
7,-49,-77,1,0,320,0,0.3,0
7,-49,-66,5,330,230,0,0.8,10
7,-49,-65,13,61,80,0.2,0.7,70
7,-49,-64,1,0,40,0,1,0
7,-49,-62,4,35,40,0.2,0.8,97
7,-49,-61,2,40,40,0.2,0.5,100
7,-49,-53,1,0,260,0,1.2,0
7,-49,-49,1,0,80,0,0.7,0
7,-49,-46,1,0,140,0,0,0
7,-49,82,1,0,90,0,0.5,0
7,-49,85,1,0,190,0,0.3,0
7,-49,90,1,0,140,0,0.1,0
7,-49,93,1,0,200,0,0.3,0
7,-48,-169,1,0,350,0,0.3,0
7,-48,-114,1,0,120,0,0.7,0
7,-48,-97,1,0,120,0,0.7,0
7,-48,-87,1,0,360,0,0.7,0
7,-48,-81,1,0,100,0,0.1,0
7,-48,-79,1,0,110,0,1.5,0
7,-48,-78,2,130,110,0.3,0.7,80
7,-48,-76,2,160,180,0.7,1.5,70
7,-48,-66,6,59,20,0.1,0.7,46
7,-48,-65,7,179,180,0.1,0.7,26
7,-48,-64,8,139,150,0.1,0.6,52
7,-48,-63,2,25,20,0.2,0.3,99
7,-48,-62,2,0,60,0,0,100
7,-48,-61,1,0,20,0,0.3,0
7,-48,-60,1,0,10,0,0.6,0
7,-48,-58,1,0,80,0,0.3,0
7,-48,-57,1,0,320,0,0.3,0
7,-48,-51,1,0,320,0,0.6,0
7,-48,-48,1,0,40,0,0.3,0
7,-48,-44,1,0,110,0,0.8,0
7,-48,-40,1,0,260,0,1,0
7,-48,51,1,0,110,0,1,0
7,-48,53,1,0,270,0,0.1,0
7,-48,55,1,0,50,0,1,0
7,-48,63,1,0,50,0,0.7,0
7,-48,79,1,0,140,0,0.3,0
7,-48,89,1,0,110,0,0.7,0
7,-47,-179,1,0,90,0,0.3,0
