#month,latitude(deg.),longitude(deg.),num_sample,mean_cur_dir(deg.),max_cur_dir(deg.),mean_cur_vel(knot),max_cur_vel(knot),stabilityv(%)
1,-74,174,1,0,10,0,3,0
1,-71,173,1,0,180,0,0.1,0
1,-70,179,1,0,10,0,1.4,0
1,-69,-125,2,235,200,0.8,1,81
1,-69,-113,1,0,100,0,0.3,0
1,-69,24,2,199,200,0.4,0.7,99
1,-69,25,1,0,300,0,0,0
1,-69,28,1,0,240,0,0.1,0
1,-69,70,1,0,210,0,1.2,0
1,-69,74,1,0,310,0,0.5,0
1,-69,75,1,0,190,0,1,0
1,-69,173,1,0,320,0,0.1,0
1,-68,26,2,321,280,0,0.1,70
1,-68,27,1,0,280,0,0.3,0
1,-68,30,1,0,260,0,0.1,0
1,-68,31,1,0,260,0,0.3,0
1,-68,34,2,263,260,0,0.1,100
1,-68,38,1,0,260,0,0.1,0
1,-68,40,1,0,230,0,0.7,0
1,-68,76,1,0,190,0,0.8,0
1,-68,77,1,0,250,0,1.2,0
1,-68,78,1,0,300,0,1.2,0
1,-68,81,1,0,310,0,1.2,0
1,-68,82,1,0,310,0,1.2,0
1,-67,30,2,204,170,0.2,0.5,67
1,-67,34,2,290,280,0.2,0.3,98
1,-67,37,1,0,230,0,0.5,0
1,-67,42,1,0,260,0,0.1,0
1,-67,80,2,330,330,0.7,0.8,99
1,-66,-4,1,0,70,0,0.5,0
1,-66,16,1,0,240,0,0.5,0
1,-66,27,1,0,230,0,0.5,0
1,-66,30,2,40,50,0.2,0.3,98
1,-66,45,1,0,260,0,0.1,0
1,-66,50,1,0,260,0,0.1,0
1,-66,81,2,242,280,0.5,0.8,76
1,-66,150,1,0,80,0,0.3,0
1,-66,165,2,49,50,0.1,0.3,100
1,-66,166,1,0,130,0,0.6,0
1,-66,167,1,0,140,0,0,0
1,-66,173,1,0,10,0,0.3,0
1,-65,-66,1,0,130,0,1.4,0
1,-65,-10,1,0,60,0,0.5,0
1,-65,39,1,0,60,0,1,0
1,-65,42,1,0,130,0,0.7,0
1,-65,50,1,0,230,0,0.3,0
1,-65,135,2,106,90,0.1,0.3,82
1,-65,142,1,0,60,0,0.7,0
1,-65,150,2,70,70,0.3,0.7,100
1,-65,153,1,0,60,0,0.5,0
1,-65,164,1,0,160,0,0.7,0
1,-64,-42,1,0,310,0,0.1,0
1,-64,29,1,0,80,0,0.6,0
1,-64,62,1,0,10,0,0.3,0
1,-64,70,1,0,340,0,0.5,0
1,-64,72,1,0,70,0,0.3,0
1,-64,156,1,0,60,0,0,0
1,-64,167,1,0,90,0,0.6,0
1,-64,176,1,0,360,0,0.1,0
1,-63,-47,1,0,360,0,0.1,0
1,-63,-46,5,50,80,0.1,0.3,70
1,-63,-44,1,0,340,0,0.1,0
1,-63,-43,3,125,160,0,0.3,61
1,-63,-42,3,131,120,0.2,0.5,96
1,-63,-41,2,106,120,0.6,0.7,96
1,-63,-37,1,0,100,0,0.3,0
1,-63,-35,1,0,40,0,0,0
1,-63,-18,1,0,60,0,0.5,0
1,-63,32,2,45,60,0.3,0.5,94
1,-63,42,1,0,340,0,0.7,0
1,-63,44,1,0,360,0,0,0
1,-63,49,1,0,230,0,0.5,0
1,-63,57,1,0,330,0,1.4,0
1,-63,60,1,0,20,0,0.3,0
1,-62,-52,1,0,10,0,0.1,0
1,-62,-50,1,0,360,0,0.3,0
1,-62,-49,1,0,110,0,0.7,0
1,-62,-47,1,0,40,0,0.3,0
1,-62,-45,1,0,70,0,0.6,0
1,-62,-42,1,0,200,0,0.1,0
1,-62,-41,1,0,360,0,0.1,0
1,-62,-36,2,319,320,0,0.1,100
1,-62,-35,1,0,260,0,2,0
1,-62,-32,4,280,270,0.4,0.7,98
1,-62,-24,1,0,90,0,0.6,0
1,-62,-22,3,90,60,0.2,0.5,80
1,-62,-21,3,82,80,0.1,0.3,99
1,-62,17,1,0,230,0,0.6,0
1,-62,22,1,0,160,0,0.5,0
1,-62,27,1,0,0,0,0,0
1,-62,28,1,0,210,0,0.8,0
1,-62,32,1,0,250,0,0.6,0
1,-62,35,1,0,270,0,1,0
1,-62,39,1,0,300,0,0.7,0
1,-62,52,1,0,90,0,1.5,0
1,-62,66,1,0,330,0,1,0
1,-62,69,1,0,80,0,1,0
1,-62,86,1,0,10,0,0.3,0
1,-61,-51,1,0,60,0,0.6,0
1,-61,-39,2,97,30,0,0.1,42
1,-61,-35,1,0,330,0,0.1,0
1,-61,-33,1,0,250,0,0,0
1,-61,-32,2,230,230,0.5,0.7,99
1,-61,-31,1,0,230,0,0.6,0
1,-61,-28,1,0,110,0,0.1,0
1,-61,-26,1,0,50,0,0.3,0
1,-61,-24,5,280,270,0.1,0.3,66
1,-61,-23,4,94,140,0.2,0.3,70
1,-61,-22,2,267,270,0.1,0.3,53
1,-61,-21,2,23,10,0.3,0.5,94
1,-61,-20,1,0,50,0,0.1,0
1,-61,13,1,0,320,0,0.5,0
1,-61,20,1,0,70,0,0.5,0
1,-61,24,1,0,310,0,0.3,0
1,-61,27,1,0,360,0,0.3,0
1,-61,32,1,0,240,0,0.5,0
1,-61,43,1,0,330,0,0.3,0
1,-61,44,1,0,260,0,0.3,0
1,-61,75,1,0,360,0,0.8,0
1,-60,-32,1,0,60,0,0.3,0
1,-60,-29,4,256,270,0.5,1,95
1,-60,-28,2,149,90,0.1,0.3,49
1,-60,-27,1,0,60,0,0.4,0
1,-60,-26,1,0,180,0,0.1,0
1,-60,-25,1,0,290,0,0.1,0
1,-60,-19,3,30,30,0.3,0.7,99
1,-60,-15,1,0,50,0,0.3,0
1,-60,-14,2,12,20,0.3,0.5,98
1,-60,-13,3,44,70,0.2,0.3,85
1,-60,-10,1,0,45,0,0.2,0
1,-60,-7,1,0,55,0,0.2,0
1,-60,-5,1,0,360,0,0.5,0
1,-60,-4,2,60,60,0.4,0.5,100
1,-60,-2,1,0,300,0,0.3,0
1,-60,3,1,0,360,0,0.5,0
1,-60,5,1,0,350,0,0.3,0
1,-60,9,1,0,360,0,0.3,0
1,-60,12,1,0,270,0,0.1,0
1,-60,27,1,0,110,0,0.5,0
1,-60,28,1,0,180,0,0.5,0
1,-60,30,1,0,250,0,0.5,0
1,-60,33,1,0,220,0,0.5,0
1,-60,37,1,0,50,0,0.6,0
1,-59,-151,1,0,60,0,1.5,0
1,-59,-32,1,0,180,0,0,0
1,-59,-31,2,260,260,0.2,0.5,100
1,-59,-30,1,0,360,0,0.5,0
1,-59,-29,1,0,240,0,0.3,0
1,-59,-28,1,0,350,0,0.5,0
1,-59,-27,1,0,60,0,1,0
1,-59,-20,1,0,20,0,0.5,0
1,-59,-19,4,60,60,0.3,0.7,69
1,-59,-16,1,0,20,0,0.7,0
1,-59,-7,2,77,80,0.2,0.5,69
1,-59,-6,2,60,40,0.5,0.7,90
1,-59,0,2,63,60,0,0.1,100
1,-59,21,1,0,70,0,0.5,0
1,-59,26,1,0,290,0,1,0
1,-59,38,1,0,150,0,0.3,0
1,-59,174,1,0,30,0,0.7,0
1,-58,-90,1,0,110,0,0.5,0
1,-58,-75,1,0,300,0,0.5,0
1,-58,-64,1,0,300,0,0.3,0
1,-58,-33,1,0,310,0,0.3,0
1,-58,-32,1,0,240,0,0.5,0
1,-58,-28,1,0,140,0,0.3,0
1,-58,-27,1,0,270,0,0.3,0
1,-58,-10,1,0,30,0,0.1,0
1,-58,-6,1,0,70,0,0.6,0
1,-58,-4,1,0,20,0,0.5,0
1,-58,12,1,0,30,0,0.3,0
1,-58,19,1,0,270,0,0.3,0
1,-58,26,1,0,0,0,0,0
1,-58,34,1,0,140,0,0.7,0
1,-58,35,1,0,120,0,0.8,0
1,-58,38,1,0,330,0,0.3,0
1,-58,39,1,0,130,0,0.6,0
1,-57,-108,1,0,30,0,0.7,0
1,-57,-94,1,0,150,0,0.7,0
1,-57,-86,1,0,90,0,0.3,0
1,-57,-80,2,0,90,0.4,0.5,100
1,-57,-78,1,0,110,0,0.3,0
1,-57,-77,1,0,80,0,0.7,0
1,-57,-74,2,0,180,0.2,1,25
1,-57,-73,1,0,80,0,1.5,0
1,-57,-71,1,0,70,0,0.7,0
1,-57,-67,2,81,120,0.3,0.7,65
1,-57,-63,1,0,170,0,1,0
1,-57,-58,1,0,70,0,0.3,0
1,-57,-34,1,0,20,0,0.4,0
1,-57,34,1,0,310,0,0.3,0
1,-56,-143,1,0,40,0,1.5,0
1,-56,-113,1,0,30,0,0.3,0
1,-56,-89,1,0,0,0,0,0
1,-56,-85,3,94,100,0.4,0.7,99
1,-56,-84,2,99,110,0.2,0.3,98
1,-56,-83,3,137,230,0,0.5,27
1,-56,-78,1,0,150,0,0.7,0
1,-56,-77,1,0,320,0,1.5,0
1,-56,-75,2,112,140,1,1.5,82
1,-56,-71,1,0,120,0,1.5,0
1,-56,-70,4,93,100,0.3,1,65
1,-56,-69,1,0,120,0,1,0
1,-56,-68,1,0,90,0,0.7,0
1,-56,-67,3,28,20,0.8,1.2,97
1,-56,-66,3,39,20,0.8,1.4,93
1,-56,-65,1,0,40,0,0.7,0
1,-56,-64,3,0,360,0.2,0.6,37
1,-56,-63,2,61,70,0.6,1,96
1,-56,-62,1,0,20,0,0.5,0
1,-56,-61,2,82,140,0.1,0.7,18
1,-56,-60,3,102,100,0.4,0.7,95
1,-56,-57,2,83,80,1.3,1.7,99
1,-56,-56,1,0,20,0,1,0
1,-56,-35,1,0,20,0,0.7,0
1,-56,-26,1,0,280,0,0.6,0
1,-56,31,1,0,180,0,0,0
1,-56,33,1,0,80,0,0.5,0
1,-56,34,1,0,10,0,0.3,0
1,-56,175,1,0,140,0,1,0
1,-55,-118,1,0,90,0,0.5,0
1,-55,-101,1,0,110,0,1,0
1,-55,-97,1,0,90,0,0.3,0
1,-55,-95,1,0,50,0,0.5,0
1,-55,-89,1,0,150,0,0.3,0
1,-55,-84,2,120,90,0.2,0.5,72
1,-55,-83,1,0,90,0,0.8,0
1,-55,-81,1,0,80,0,1.2,0
1,-55,-80,1,0,90,0,1.5,0
1,-55,-79,1,0,270,0,0.7,0
1,-55,-66,3,38,20,0.7,1.9,82
1,-55,-62,1,0,90,0,0.5,0
1,-55,-61,2,164,190,0.3,0.7,66
1,-55,-60,1,0,50,0,0.7,0
1,-55,-59,2,347,340,0.2,0.7,42
1,-55,-57,1,0,120,0,0.3,0
1,-55,-56,1,0,320,0,0.7,0
1,-55,-52,1,0,30,0,0.5,0
1,-55,-35,1,0,80,0,0.7,0
1,-55,12,1,0,345,0,0.4,0
1,-55,32,1,0,40,0,0.5,0
1,-55,33,1,0,30,0,0.3,0
1,-55,35,1,0,270,0,0.1,0
1,-55,175,1,0,120,0,1.5,0
1,-54,-106,1,0,90,0,0.3,0
1,-54,-105,1,0,100,0,0.7,0
1,-54,-98,1,0,90,0,0.5,0
1,-54,-94,1,0,80,0,0.3,0
1,-54,-92,2,0,90,0.4,0.5,100
1,-54,-88,1,0,90,0,0.5,0
1,-54,-86,2,19,20,0.5,0.6,99
1,-54,-83,1,0,360,0,1.2,0
1,-54,-81,1,0,140,0,0.3,0
1,-54,-74,1,0,140,0,1.2,0
1,-54,-71,1,0,20,0,0.1,0
1,-54,-66,1,0,350,0,1,0
1,-54,-65,2,29,310,0.1,0.7,17
1,-54,-64,2,16,20,0.4,0.6,99
1,-54,-61,1,0,160,0,0.5,0
1,-54,-60,2,145,180,0.2,0.5,55
1,-54,-59,1,0,10,0,0.3,0
1,-54,-58,1,0,40,0,0.6,0
1,-54,-57,1,0,340,0,1,0
1,-54,-56,1,0,320,0,0.5,0
1,-54,-54,1,0,120,0,0.7,0
1,-54,-53,1,0,50,0,0.5,0
1,-54,-33,1,0,330,0,0.5,0
1,-54,-32,1,0,100,0,0.3,0
1,-54,13,1,0,105,0,0.6,0
1,-54,35,2,89,70,0.3,0.6,88
1,-54,36,1,0,180,0,0,0
1,-53,-102,1,0,90,0,0.5,0
1,-53,-94,1,0,270,0,0.1,0
1,-53,-92,1,0,320,0,0.5,0
1,-53,-87,1,0,90,0,1.5,0
1,-53,-85,1,0,100,0,1,0
1,-53,-82,1,0,270,0,1.5,0
1,-53,-78,1,0,90,0,0.5,0
1,-53,-71,2,73,70,2.4,3.5,99
1,-53,-70,1,0,230,0,2.5,0
1,-53,-69,4,39,80,0.6,2.9,37
1,-53,-68,1,0,30,0,2.3,0
1,-53,-66,2,109,110,0.2,0.3,100
1,-53,-64,4,344,320,0.3,1,63
