#month,latitude(deg.),longitude(deg.),num_sample,mean_cur_dir(deg.),max_cur_dir(deg.),mean_cur_vel(knot),max_cur_vel(knot),stabilityv(%)
2,-78,-167,1,0,80,0,1.2,0
2,-76,-177,1,0,70,0,0.3,0
2,-76,-174,1,0,70,0,0.3,0
2,-76,-172,2,91,110,0.2,1.5,21
2,-75,-180,1,0,290,0,0.1,0
2,-75,-174,1,0,320,0,0.1,0
2,-75,-172,1,0,210,0,0.7,0
2,-74,-178,1,0,330,0,0.1,0
2,-74,-176,1,0,310,0,0.3,0
2,-74,-42,1,0,40,0,0.5,0
2,-74,178,1,0,50,0,0.1,0
2,-73,170,1,0,180,0,1,0
2,-73,174,1,0,180,0,0.1,0
2,-73,179,1,0,300,0,0,0
2,-72,172,1,0,10,0,1,0
2,-71,-180,1,0,50,0,0.1,0
2,-71,-171,2,173,180,1.7,2.8,97
2,-71,169,1,0,170,0,0.7,0
2,-70,-177,1,0,30,0,2.5,0
2,-70,-170,1,0,150,0,1,0
2,-70,-165,1,0,140,0,0.6,0
2,-70,2,1,0,350,0,0.3,0
2,-70,6,3,7,50,0.7,1.2,81
2,-70,7,2,350,350,0.4,0.7,99
2,-70,8,1,0,90,0,1.2,0
2,-70,9,2,331,340,0.8,1.2,97
2,-70,10,1,0,150,0,1,0
2,-70,11,4,12,360,0.4,0.7,85
2,-70,13,1,0,300,0,0.6,0
2,-70,15,3,339,340,1.4,1.7,99
2,-70,16,3,330,330,1.2,1.4,99
2,-70,18,1,0,360,0,0.5,0
2,-69,10,1,0,360,0,0.6,0
2,-69,15,1,0,220,0,0.3,0
2,-69,24,1,0,350,0,0.3,0
2,-69,26,1,0,300,0,0.5,0
2,-69,27,2,47,48,0.2,0.3,100
2,-69,29,2,345,346,0.4,0.4,100
2,-69,30,1,0,270,0,0.6,0
2,-69,32,1,0,270,0,0.6,0
2,-69,33,1,0,310,0,0.6,0
2,-69,35,1,0,270,0,0.5,0
2,-69,36,2,264,260,0.5,0.6,99
2,-69,37,1,0,270,0,0.5,0
2,-69,38,5,265,270,0.4,1,98
2,-69,168,1,0,150,0,0.5,0
2,-68,-170,1,0,70,0,1,0
2,-68,-165,1,0,90,0,0.7,0
2,-68,13,1,0,315,0,0.4,0
