,,2022年　月平均潮位　　1/4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* 欄は欠測日数を表します。（気象庁については欠測時間数）,,,,,,,,,,,,,,,,,,,,,,,,,,
,欠測日が国土地理院、その他の験潮場は10日以上、気象庁は240時間以上、海上保安庁においては15日以上の場合、当月の月平均値は算出していません。,,,,,,,,,,,,,,,,,,,,,,,,,,
,また、月平均値を算出していない月が3ヶ月以上ある験潮場は年平均値を算出していません。,,,,,,,,,,,,,,,,,,,,,,,,,,
,月報の数値は暫定的なもので、後に変更される可能性があります。（太文字は前月月報の変更箇所） ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,単位　　mm,
番号,験潮場名,所属,１月,*,２月,*,３月,*,４月,*,５月,*,６月,*,７月,*,８月,*,９月,*,１０月,*,１１月,*,１２月,*,年平均
1701,忍路,国土地理院,1381,,1355,,1350,,1277,,1376,,1450,1,1497,1,1589,,1475,,1400,,1407,,1366,,1410
1605,浅虫,国土地理院,1052,,1022,,994,,916,,1004,,1092,,1162,,1271,,1150,1,1097,,1077,,1071,,1076
1607,男鹿,国土地理院,737,,703,,694,,588,,718,,824,,919,,1023,,868,,832,,826,,799,,794
1604,鼠ヶ関,国土地理院,1211,,1171,,1158,,1032,,1161,,1268,1,1377,,1477,,1328,1,1278,,1284,,1277,,1252
1201,相馬,国土地理院,3416,,3374,,3346,2,3327,,3365,1,3462,,3559,,3584,,3560,1,3511,,3470,1,3426,1,3450
1609,小木,国土地理院,1417,,1399,,1387,1,1324,,1421,,1497,,1587,,1708,,1670,1,1538,,1514,,1449,,1493
1603,柏崎,国土地理院,1471,,1428,,1385,,1280,,1406,,1518,,1629,,1722,1,1587,,1531,,1532,,1529,,1502
1602,輪島,国土地理院,1058,2,1041,,1017,,929,,1069,,1188,,1307,,1399,,1251,1,1210,8,1192,,1123,2,1149
1303,勝浦,国土地理院,2915,,2889,,2844,,2822,,2859,,2875,,2940,,2978,3,3045,,3015,1,2978,,2910,,2923
1301,油壺,国土地理院,2579,,2602,,2555,,2514,,2605,,2649,,2685,2,2713,,2739,,2680,1,2688,,2594,,2634
1304,伊東,国土地理院,2204,,2228,,2183,,2141,,2237,1,2282,,2321,,2339,,2374,,2312,,2321,1,2216,,2263
1606,三国,国土地理院,2095,,2056,,2026,1,1945,,2075,,2205,,2317,,2403,1,2300,1,2217,,2226,,2143,,2167
1302,鬼崎,国土地理院,2317,,2402,,2377,,2367,,2445,,2567,1,2548,,2570,,2645,,2550,,2568,,2352,,2476
1601,田後,国土地理院,2216,,2191,,2187,,2121,,2268,,2395,1,2514,,2596,1,2465,,2387,1,2389,,2242,,2331
1401,海南,国土地理院,2252,1,2196,,2196,,2171,,2337,,2382,,2414,,2496,,2545,,2363,1,2357,,2178,,2324
1610,須佐,国土地理院,1577,,1566,,1608,,1551,1,1690,,1817,,1929,,1996,,1905,,1799,1,1783,,1598,1,1735
1404,久礼,国土地理院,2233,,2200,,2184,,2163,,2311,,2362,,2399,,2463,,2573,1,2384,1,2356,,2158,,2316
1502,仮屋,国土地理院,2574,,2552,,2625,,2577,,2695,,2827,,2909,,2964,,2953,,2806,,2780,,2564,2,2736
1403,細島,国土地理院,2389,,2355,,2347,1,2325,,2480,,2528,,2538,,2582,,2724,,2545,,2516,2,2317,,2471
1501,阿久根,国土地理院,3346,,3331,,3404,,3336,,3455,,3574,,3640,,3666,1,3754,,3577,,3535,,3289,,3492
1503,沖縄,国土地理院,2138,,2082,,2122,,2168,,2201,,2262,,2309,,2388,1,2468,,2280,,2216,1,2153,,2232
1305,田子,国土地理院,2649,,2724,,2675,,2607,,2707,1,2775,,2778,,2794,,2871,,2789,,2842,,2702,,2743
1306,焼津,国土地理院,3302,,3378,,3342,,3272,5,3382,,3453,,3453,,3479,,3563,,3479,,3519,,3365,1,3416
1702,奥尻,国土地理院,1260,,1221,,1216,,1094,,1225,,1308,,1351,1,1397,1,1323,,1285,9,1308,,1224,,1268
1611,飛島,国土地理院,2077,,2046,,2021,,1949,,2051,,2141,,2224,,2368,,2245,,2193,,2189,1,2134,,2137
2701,稚内,気象庁,1802,,1796,,1792,,1737,,1812,,1839,,1885,,2017,,1933,,1842,,1853,,1794,,1842
2702,網走,気象庁,1647,,1611,,1459,,1377,,1440,,1436,,1509,,1596,,1537,,1437,,1460,,1532,,1503
2101,花咲,気象庁,2321,,2305,,2198,,2121,,2167,,2178,,2226,,2274,,2247,,2184,,2163,,2223,,2217
2102,釧路,気象庁,1972,,1966,,1872,,1798,,1841,,1865,,1909,,1949,,1918,,1853,,1831,,1872,,1887
2103,函館,気象庁,1410,,1386,,1346,,1267,,1328,,1403,,1469,,1557,,1448,,1401,,1386,,1402,,1400
2605,深浦,気象庁,1547,,1507,,1505,6,1402,,1534,,1613,,1712,2,1820,,1664,,1633,3,1629,,1589,,1596
2202,宮古,気象庁,1216,,1181,,1132,,1089,,1137,,1224,,1310,,1362,,1306,,1268,,1232,5,1217,,1223
2203,大船渡,気象庁,2390,,2345,,2301,,2246,,2286,,2372,,2465,,2499,,2455,,2412,,2394,,2370,,2378
2205,鮎川,気象庁,2306,,2264,,2217,,2162,,2196,,2283,,2377,,2409,,2375,,2321,,2296,,2269,,2290
2204,小名浜,気象庁,1514,,1468,,1427,,1396,,1426,,1522,,1603,15,1621,,1624,,1592,,1560,,1541,,1525
2606,富山,気象庁,1343,,1314,,1300,,1224,,1339,,1457,,1563,,1647,,1544,,1465,,1459,,1390,,1420
2302,布良,気象庁,1417,,1432,,1373,,1323,,1407,,1444,,1501,,1511,,1541,,1503,,1512,,1432,,1450
2304,岡田,気象庁,1543,,1566,,1518,,1481,5,1558,3,1598,12,1628,2,1650,2,1700,,1603,,1640,1,1546,22,1586
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022年　月平均潮位　　2/4,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場名,所属,１月,*,２月,*,３月,*,４月,*,５月,*,６月,*,７月,*,８月,*,９月,*,１０月,*,１１月,*,１２月,*,年平均
2314,父島,気象庁,1895,,1766,,1874,,1878,,1926,,1958,,2070,,1997,,2054,,2064,,1979,,1852,,1943
2308,内浦,気象庁,1597,,1674,,1623,,1553,,1656,,1731,,1741,,1754,,1806,,1727,,1780,,1652,,1691
2309,清水港,気象庁,1765,,1835,1,1793,,1729,,1826,,1894,,1899,,1919,,1994,,1913,,1957,,1826,,1863
2310,舞阪,気象庁,2378,,2460,,2413,,2380,,2450,,2551,,2546,,2560,,2636,,2558,,2594,,2397,,2494
2305,御前崎,気象庁,1988,,2064,,2033,,1977,,2074,,2143,,2141,,2154,,2253,,2164,,2208,,2045,,2104
2306,鳥羽,気象庁,2730,,2809,,2782,,2770,,2844,,2953,,2942,,2970,,3041,,2973,,2979,,2767,,2880
2307,尾鷲,気象庁,1509,,1540,2,1509,,1483,,1593,,1655,,1666,,1742,,1807,,1677,,1678,,1503,,1614
2411,浦神,気象庁,1599,,1605,,1582,,1559,,1688,,1707,,1754,4,1837,2,1899,,1754,,1737,,1572,,1691
2401,串本,気象庁,1929,,1882,,1859,,1830,,1980,,1989,,2028,2,2117,,2162,,2020,3,2013,,1848,,1971
2405,洲本,気象庁,2023,,1974,,1976,,1952,,2111,,2155,,2198,,2281,,2324,,2145,2,2125,,1946,,2101
2410,白浜,気象庁,3277,,3220,,3210,,3183,,3344,,3370,,3405,,3490,,3547,,3377,2,3368,,3192,,3332
2603,西郷,気象庁,1112,,1101,,1103,,1043,,1186,,1305,,1383,,1460,,1399,,1277,,1291,,1132,1,1233
2602,境,気象庁,1355,,1343,,1356,,1297,,1440,,1567,,1678,,1753,,1625,,1538,,1536,,1366,,1488
2407,宇野,気象庁,1902,,1860,,1870,,1845,,2004,,2050,,2087,,2167,,2232,,2049,5,2031,,1830,,1994
2601,浜田,気象庁,1075,,1065,,1097,,1037,,1177,,1308,,1424,,1504,,1396,,1294,,1285,1,1104,,1231
2412,小松島,気象庁,2042,,1989,,1993,,1968,,2128,,2170,,2200,,2279,,2335,,2156,,2146,,1960,,2114
2406,高松,気象庁,2005,,1961,,1972,,1950,,2111,,2161,,2203,,2284,,2343,,2157,1,2137,,1935,,2102
2402,室戸岬,気象庁,3223,,3178,,3159,,3135,,3282,,3321,,3351,,3420,,3515,,3346,,3340,,3148,,3285
2408,松山,気象庁,2217,,2179,,2167,,2139,,2294,,2351,,2378,,2428,,2528,,2369,,2347,,2167,213,2297
2404,宇和島,気象庁,2163,,2128,,2120,,2098,1,2257,,2315,,2324,,2373,,2493,,2319,,2287,3,2086,,2247
2403,土佐清水,気象庁,1787,,1740,,1711,,1691,,1841,,1886,,1911,,1969,,2084,,1918,,1897,1,1705,,1845
2409,油津,気象庁,1569,,1537,,1521,,1503,,1646,,1687,,1702,,1735,,1898,,1722,4,1683,,1490,,1641
2501,鹿児島,気象庁,2134,,2105,4,2163,,2109,,2233,,2330,,2408,,2432,,2525,7,2354,,2311,,2077,,2265
2502,枕崎,気象庁,2605,,2580,,2634,,2573,,2697,,2786,,2850,,2880,,2992,,2821,,2776,,2538,,2728
2313,東京,気象庁,1846,,1865,,1836,,1794,,1902,,1951,,2022,,2040,2,2017,,1956,,1972,,1886,,1924
2311,名古屋,気象庁,1956,,2038,,2014,,2007,,2089,,2216,,2202,,2221,,2299,,2193,,2208,,1992,,2120
2413,和歌山,気象庁,1036,,983,,980,,954,,1120,,1166,,1196,,1279,,1327,,1143,3,1142,,968,,1108
2414,淡輪,気象庁,1952,,1903,,1894,,1867,,2027,,2075,,2117,,2201,,2241,3,2061,,2054,,1880,2,2023
2415,大阪,気象庁,3702,,3661,,3639,,3607,,3768,,3816,,3866,,3945,,3968,,3792,2,3783,,3624,,3764
2416,神戸,気象庁,1862,,1813,,1807,,1777,,1939,,1986,,2032,,2114,,2154,,1975,1,1963,,1788,,1934
2417,高知,気象庁,1039,,1002,,986,,964,,1115,,1164,,1200,,1258,,1362,,1177,,1152,,940,,1113
2504,那覇,気象庁,2558,,2505,,2535,,2572,,2608,,2680,,2721,,2789,,2875,,2680,,2632,,2563,1,2643
2505,石垣,気象庁,1784,,1734,,1795,2,1841,1,1901,,2009,,2072,,2064,,1987,5,1799,,1799,,1821,2,1884
2506,大浦,気象庁,3830,,3808,2,3884,,3815,,3939,,4060,,4143,,4167,,4219,5,4054,,4017,,3776,,3976
2507,口之津,気象庁,3528,,3508,,3572,,3507,,3619,,3723,,3784,,3805,,3886,,3723,3,3692,,3455,,3650
2508,長崎,気象庁,2868,,2853,,2925,,2864,,2983,,3108,,3181,26,3222,,3285,,3120,,3083,,2845,,3028
2509,福江,気象庁,2603,,2595,,2653,,2606,,2703,,2828,,2898,,2940,,2984,,2819,,2791,,2573,,2749
2607,舞鶴,気象庁,1554,,1524,,1502,,1432,,1564,,1684,,1799,,1870,,1756,,1688,,1682,,1563,1,1635
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022年　月平均潮位　　3/4,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場名,所属,１月,*,２月,*,３月,*,４月,*,５月,*,６月,*,７月,*,８月,*,９月,*,１０月,*,１１月,*,１２月,*,年平均
3201,釜石,海上保安庁,2973,,2927,,2884,,2836,,2885,,2970,,3063,,3103,,3053,,3011,,2985,,2960,,2971
3602,粟島,海上保安庁,1123,,1087,,1066,,973,,1083,,1183,,1295,,1385,,1266,,1202,,1213,,1186,,1172
3301,横須賀,海上保安庁,1550,,1567,,1528,,1485,,1586,,1629,,1685,,1704,,1714,,1647,,1657,,1566,,1610
3303,神津島,海上保安庁,2194,,2260,,2137,,2078,,2229,,2313,,2368,,2412,,2350,,2128,,2317,,2211,,2250
3304,三宅島,海上保安庁,2656,,2787,,2727,,2547,,2709,,2857,,2908,,2865,,2877,,2721,,2893,,2786,,2778
3305,千葉,海上保安庁,1827,,1842,,1805,,1759,,1869,,1915,,1991,,2006,,1977,,1912,,1929,,1841,,1889
3307,八丈島,海上保安庁,2143,,2177,,2064,,2099,,2177,,2245,,2252,,2297,,2101,,2261,,2220,,2198,2,2186
3308,横浜新港,海上保安庁,2239,,2254,,2214,,2160,,2258,,2301,,2356,,2372,,2374,,2318,,2342,,2252,,2287
3407,広島,海上保安庁,3225,,3184,,3185,,3159,,3323,,3383,,3421,,3491,1,3576,,3397,,3367,,3160,,3323
3401,呉,海上保安庁,2746,,2707,,2707,,2682,,2845,,2904,,2941,,3002,,3093,,2915,,2886,,2678,,2842
3402,徳山,海上保安庁,2688,,2643,,2656,,2633,,2796,,2861,,2895,,2948,,3049,,2870,,2841,,2615,1,2791
3504,博多,海上保安庁,1737,,1725,,1780,,1733,,1858,,1984,,2072,,2126,,2104,1,1962,,1939,,1743,,1897
3406,大分,海上保安庁,3180,,3139,,3144,,3126,,3285,,3345,,3378,,3434,,3541,,3373,,3335,,3113,,3283
3503,厳原,海上保安庁,1724,,1693,,1740,,1702,,1814,,1931,,2004,,2029,,2072,,1932,,1890,,1682,,1851
3502,佐世保,海上保安庁,2721,6,2689,,2768,,2713,,2830,2,2969,,3040,,3075,,3121,,2958,,2922,,2678,,2874
3404,大泊,海上保安庁,2988,,2964,,2948,,2922,,3067,,3112,,3102,,3135,,3284,5,3139,,3101,,2895,,3055
3405,西之表,海上保安庁,2330,,2295,,2376,,2320,,2425,,2518,,2609,,2612,,2660,,2533,,2492,,2284,,2455
3501,名瀬,海上保安庁,2465,,2333,,2337,,2464,,2549,,2576,,2667,,2724,,2777,,2541,,2411,,2408,,2521
3603,竜飛,海上保安庁,985,,954,,929,,842,,926,,1010,,1069,,1187,,1059,,1019,,1012,,1007,,1000
3505,中之島,海上保安庁,2208,,2110,,2254,,2224,,2271,,2313,,2528,,2474,,2549,,2328,,2291,,2183,,2311
4301,鋸山,地震研究所,---,,---,,---,,---,,---,,---,,---,,---,,---,,---,,---,,---,,---
4302,久里浜,港空研,1932,,1950,,1906,,1856,,1957,,1998,,2053,,2066,,2077,,2019,,2037,,1944,,1983
4701,松前港,北海道開発局,163,,134,,113,,17,,87,,201,,274,,336,,186,,160,,166,,165,,167
4702,留萌港,北海道開発局,189,,164,,159,,113,,204,,260,,308,,408,,296,,223,,232,,191,,229
4703,江差港,北海道開発局,198,,164,,156,,57,,158,,254,,304,,378,,284,,200,,185,,188,,211
4704,岩内港,北海道開発局,150,,122,,115,,43,,145,,216,,263,,353,,243,2,133,,137,,98,,168
4705,沓形港,北海道開発局,217,,207,,195,,122,,208,,264,,312,,434,,355,,275,,244,,195,,252
4101,十勝港,北海道開発局,820,,820,,729,,656,,707,,747,,811,,834,,806,,728,,691,,714,,755
4102,羅臼漁港,北海道開発局,782,,759,,610,,521,,576,,587,,647,,717,,680,,593,2,609,,689,,648
4103,厚岸漁港,北海道開発局,1048,,1035,,935,,863,,910,,934,,983,,1031,,1005,,921,,900,,941,,959
4104,苫小牧東港,北海道開発局,889,,903,,842,,782,,835,,889,,946,,986,,935,,860,,816,,808,,874
4105,苫小牧西港,北海道開発局,936,,950,,889,,830,,883,,943,,1002,,1044,,985,,906,,862,,846,,923
4106,浦河港,北海道開発局,934,,932,,860,,783,,832,,888,,958,,976,,941,,861,,823,,834,,885
4107,室蘭港,北海道開発局,983,,999,,944,,882,,935,,1000,,1059,,1093,,1043,,966,,912,,903,,977
4108,枝幸港,北海道開発局,658,,615,,525,,471,,534,,526,,595,,696,,614,,534,,530,,583,,573
4109,紋別港,北海道開発局,921,,882,,765,,704,,766,,755,,830,,925,,848,,767,,765,,835,,814
4201,鹿島港,地方整備局,792,,759,,714,,705,,715,,820,,890,,909,,942,,930,,865,,835,,823
4602,酒田港,地方整備局,1534,,1495,,1458,2,1339,,1472,,1573,,1677,,1781,,1624,,1591,2,1580,,1594,,1560
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2022年　月平均潮位　　4/4,,,,,,,,,,,,,,,,,,,,,,,,,
