　,　2023年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,国土地理院,,,　,,,,,,,,　,,,,,,,,,,　　　　　,,,,単位　0.1hPa,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考
1701,忍路,10137,,10178,,10179,,10108,,10128,,10077,,10077,,10092,,10130,,10123,,10132,,10167,,10127,小樽
1605,浅虫,10152,,10194,,10194,,10129,,10139,,10081,,10089,,10092,,10129,,10137,,10153,,10184,,10139,青森
1607,男鹿,10167,,10207,,10202,,10146,,10145,,10086,,10099,,10087,,10127,,10145,,10164,,10191,,10147,秋田
1604,鼠ヶ関,10173,,10213,,10204,,10150,,10146,,10088,,10101,,10085,,10126,,10149,,10168,,10192,,10150,酒田
1201,相馬,10167,,10206,,10200,,10144,,10144,40,10090,,10098,,10096,,10130,,10150,40,10171,,10190,,10149,福島
1609,小木,10182,,10220,,10203,,10154,,10145,,10088,,10101,,10079,,10124,,10155,,10174,,10198,,10152,相川
1603,柏崎,10188,,10225,,10204,,10154,,10144,,10088,,10101,,10077,,10123,,10159,,10178,,10202,,10154,高田
1602,輪島,10192,,10227,,10203,,10155,,10145,,10086,,10100,,10077,,10124,,10160,,10178,,10203,,10154,輪島
1303,勝浦,10160,,10192,,10191,,10149,,10143,,10094,,10108,,10103,,10127,,10141,,10168,,10182,,10147,勝浦
1301,油壺,10163,,10194,,10191,,10144,,10139,,10089,,10101,,10097,,10124,,10143,,10167,,10183,,10145,横浜
1304,伊東,10161,,10192,,10190,,10145,,10140,,10090,,10104,,10098,,10125,,10143,,10168,,10183,,10145,網代
1606,三国,10200,,10232,,10204,,10158,,10143,,10090,,10104,,10076,,10124,,10166,,10189,,10214,,10158,福井
1302,鬼崎,10190,,10216,,10196,,10154,,10139,,10090,,10107,,10086,,10122,,10156,,10188,,10210,,10155,名古屋
1601,田後,10207,,10235,,10203,,10157,,10143,,10087,,10100,,10068,,10125,,10171,,10192,,10219,,10159,鳥取
1401,海南,10205,,10229,,10200,,10157,,10142,,10091,,10110,,10074,,10122,,10164,,10195,,10221,,10159,和歌山
1610,須佐,10220,,10236,,10200,,10152,,10138,,10085,,10099,,10059,,10121,,10174,,10201,,10229,,10160,萩
1404,久礼,10204,,10223,,10196,,10153,,10142,,10092,,10113,,10073,,10121,,10161,,10194,,10220,,10158,高知
1502,仮屋,10224,,10231,,10199,,10151,,10136,,10084,,10098,,10051,,10118,,10175,,10208,,10234,,10159,平戸
1403,細島,10215,,10226,,10196,,10152,,10140,,10090,,10110,,10063,,10119,,10168,,10201,,10228,,10159,延岡
1501,阿久根,10222,,10224,,10194,,10148,,10133,,10087,,10108,,10048,,10115,,10169,,10208,,10233,,10157,阿久根
1503,沖縄,10212,,10203,,10180,,10135,,10119,,10084,,10103,,10021,,10099,40,10150,,10193,,10212,,10143,那覇
1305,田子,10159,,10190,,10187,,10148,,10141,,10092,,10112,,10097,,10124,,10140,,10170,,10187,,10146,石廊崎
1306,焼津,10161,,10191,,10188,,10146,,10140,,10089,,10107,,10097,,10123,,10142,,10170,,10187,,10145,静岡
1702,奥尻,10149,,10190,,10189,,10125,,10137,,10080,,10086,,10092,,10130,,10133,,10147,,10181,,10137,江差
1611,飛島,10173,,10213,,10204,,10150,,10146,,10088,,10101,,10085,,10126,,10149,,10168,,10192,,10150,酒田
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,気象庁,,,,,,,,,,,,,,,,,,,,,,,,,,　　
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考
2701,稚内,10120,,10168,,10163,,10096,,10117,,10075,,10075,,10103,,10127,,10107,,10109,,10144,,10117,稚内
2702,網走,10121,,10169,,10177,,10098,,10124,,10079,,10079,,10110,,10134,,10114,,10117,,10149,,10123,網走
2101,花咲,10115,,10164,,10184,,10101,,10131,,10090,,10084,,10124,,10140,,10116,,10123,,10149,,10127,根室
2102,釧路,10125,,10171,,10185,,10103,,10130,,10088,,10082,,10119,,10137,,10118,,10126,,10155,,10128,釧路
2103,函館,10146,,10187,,10190,,10122,,10137,,10083,,10086,,10098,,10131,,10132,,10146,,10179,,10136,函館
2605,深浦,10160,,10200,,10195,,10135,,10139,,10080,,10091,,10086,,10127,,10139,,10155,,10186,,10141,深浦
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
