,,2019年　月平均潮位　　1/4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* 欄は欠測日数を表します。（気象庁については欠測時間数）,,,,,,,,,,,,,,,,,,,,,,,,,,
,欠測日が国土地理院は10日以上、気象庁は240時間以上、その他の験潮場においては15日以上の場合、当月の月平均値は算出していません。,,,,,,,,,,,,,,,,,,,,,,,,,,
,また、月平均値を算出していない月が3ヶ月以上ある験潮場は年平均値を算出していません。,,,,,,,,,,,,,,,,,,,,,,,,,,
,月報の数値は暫定的なもので、後に変更される可能性があります。（太文字は前月月報の変更箇所） ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,単位　　mm,
番号,験潮場名,所属,１月,*,２月,*,３月,*,４月,*,５月,*,６月,*,７月,*,８月,*,９月,*,１０月,*,１１月,*,１２月,*,年平均
1701,忍路,国土地理院,1362,,1266,,1318,,1334,,1365,,1402,1,1472,,1506,,1435,1,1383,,1361,,1290,,1375
1605,浅虫,国土地理院,1067,,959,,992,,996,,1023,,1055,,1108,1,1184,,1126,,1091,2,1081,,996,,1057
1607,男鹿,国土地理院,756,,630,,694,,683,,719,,768,,843,1,907,,822,,787,1,800,,722,,761
1604,鼠ヶ関,国土地理院,1212,,1074,,1121,,1084,,1119,,1207,,1297,,1351,1,1260,,1238,,1249,1,1176,,1199
1201,相馬,国土地理院,3483,,3372,,3401,8,---,11,3409,8,3519,4,3544,,3599,,3565,,3584,1,3537,,3429,,3495
1609,小木,国土地理院,1481,,1369,,1413,,1388,,1429,,1499,,1535,,1624,1,1582,1,1562,,1479,,1435,6,1483
1603,柏崎,国土地理院,1495,,1357,,1404,1,1360,,1406,,1489,,1564,,1620,,1525,,1534,1,1517,2,1452,,1477
1602,輪島,国土地理院,1086,,966,,1036,,996,,1071,,1156,,1231,1,1289,,1195,6,1158,,1134,1,1077,,1116
1303,勝浦,国土地理院,2924,,2860,,2914,,2855,,2804,,2894,,2928,,2969,1,2975,1,3004,5,2990,,2897,,2918
1301,油壺,国土地理院,2609,,2532,,2622,,2538,,2543,,2671,,2674,,2660,1,2653,,2716,2,2661,,2586,,2622
1304,伊東,国土地理院,2234,,2157,,2245,,2162,,2168,1,2302,,2302,,2276,,2281,,2351,1,2291,,2213,,2249
1606,三国,国土地理院,2072,,1965,,2027,,1989,,2063,,2146,,2227,,2275,,2185,,2213,3,2159,,2093,,2118
1302,鬼崎,国土地理院,2386,,2316,,2439,,2370,,2433,,2579,,2632,,2548,,2561,1,2642,1,2479,,2409,,2483
1601,田後,国土地理院,2233,,2141,1,2211,,2179,,2264,,2345,,2430,,2483,,2356,1,2378,1,2308,,2234,,2297
